ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Transcriptions,AlternativeValues
mand1415-9-660-2,,mand1415,9-660,qīngtóng,qīngtóng,tɕʰ i ŋ ⁵⁵ + tʰ ʊ ŋ ³⁵,bronze,yuhsiaojung2021,,,^ qīng tóng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),青铜;青銅
mand1415-9-670-1,,mand1415,9-670,tiě,tiě,tʰ j ə ²¹⁴,,yuhsiaojung2021,,,^ tiě$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),铁;鐵
mand1415-9-680-1,,mand1415,9-680,qiān,qiān,tɕʰ j ɛ n ⁵⁵,,yuhsiaojung2021,,,^ qiān$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),铅;鉛
mand1415-9-690-1,,mand1415,9-690,xī,xī,ɕ i ⁵⁵,,yuhsiaojung2021,,,^ xī$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),锡;錫
mand1415-9-710-1,,mand1415,9-710,táogōng,táogōng,tʰ au ³⁵ + k ʊ ŋ ⁵⁵,,yuhsiaojung2021,,,^ táo gōng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),陶工;陶工
mand1415-9-720-1,,mand1415,9-720,mújù,mújù,m u ³⁵ + tɕ y ⁵¹,,yuhsiaojung2021,,,^ mú jù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),模具;模具
mand1415-9-730-1,,mand1415,9-730,táotǔ,táotǔ,tʰ au ³⁵ + tʰ u ²¹⁴,,yuhsiaojung2021,,,^ táo tǔ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),陶土;陶土
mand1415-9-740-1,,mand1415,9-740,bōli,bōli,p w o ⁵⁵ + l i ⁰,,yuhsiaojung2021,,,^ bō li$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),玻璃;玻璃
mand1415-9-750-1,,mand1415,9-750,zhī,zhī,ʈʂ ʅ ⁵⁵,"weave, knit",yuhsiaojung2021,,,^ zhī$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),织;織
mand1415-9-750-2,,mand1415,9-750,biān,biān,p j ɛ n ⁵⁵,plait,yuhsiaojung2021,,,^ biān$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),编;編
mand1415-9-760-1,,mand1415,9-760,lánzi,lánzi,l a n ³⁵ + ts ɿ ⁰,,yuhsiaojung2021,,,^ lán zi$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),篮子;籃子
mand1415-9-770-1,,mand1415,9-770,diànzi,diànzi,t j ɛ n ⁵¹ + ts ɿ ⁰,,yuhsiaojung2021,,,^ diàn zi$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),垫子;墊子
mand1415-9-771-1,,mand1415,9-771,xiǎo dìtǎn,xiǎo dìtǎn,ɕ j au ²¹⁴ + + t i ⁵¹ + tʰ a n ²¹⁴,,yuhsiaojung2021,,,^ xiǎo + dì tǎn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),小地毯;小地毯
mand1415-9-780-1,,mand1415,9-780,wǎngdōu,wǎngdōu,w a ŋ ²¹⁴ + t ɔu ⁵⁵,,yuhsiaojung2021,,,^ wǎng dōu$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),网兜;網兜
mand1415-9-790-1,,mand1415,9-790,shànzi,shànzi,ʂ a n ⁵¹ + ts ɿ ⁰,,yuhsiaojung2021,,,^ shàn zi$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),扇子;扇子
mand1415-9-791-1,,mand1415,9-791,shān fēng,shān fēng,ʂ a n ⁵⁵ + + f ə ŋ ⁵⁵,,yuhsiaojung2021,,,^ shān + fēng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),扇风;扇風
mand1415-9-810-1,,mand1415,9-810,diāokè,diāokè,t j au ⁵⁵ + kʰ ə ⁵¹,,yuhsiaojung2021,,,^ diāo kè$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),雕刻;雕刻
mand1415-9-820-1,,mand1415,9-820,diāokèjiā,diāokèjiā,t j au ⁵⁵ + kʰ ə ⁵¹ + tɕ j a ⁵⁵,,yuhsiaojung2021,,,^ diāo kè jiā$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),雕刻家;雕刻家
mand1415-9-830-1,,mand1415,9-830,diāoxiàng,diāoxiàng,t j au ⁵⁵ + ɕ j a ŋ ⁵¹,,yuhsiaojung2021,,,^ diāo xiàng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),雕像;雕像
mand1415-9-840-1,,mand1415,9-840,záozi,záozi,ts au ³⁵ + ts ɿ ⁰,,yuhsiaojung2021,,,^ záo zi$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),凿子;鑿子
mand1415-9-880-1,,mand1415,9-880,yánliào,yánliào,j a n ³⁵ + l j au ⁵¹,for art,yuhsiaojung2021,,,^ yán liào$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),颜料;顏料
mand1415-9-880-2,,mand1415,9-880,yóuqī,yóuqī,j ɔu ³⁵ + tɕʰ i ⁵⁵,for building,yuhsiaojung2021,,,^ yóu qī$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),油漆;油漆
mand1415-9-890-1,,mand1415,9-890,huìhuà,huìhuà,x w əi ⁵¹ + x w a ⁵¹,for art,yuhsiaojung2021,,,^ huì huà$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),绘画;繪畫
mand1415-9-890-2,,mand1415,9-890,shuā yóuqī,shuā yóuqī,ʂ w a ⁵⁵ + + j ɔu ³⁵ + tɕʰ i ⁵⁵,for building,yuhsiaojung2021,,,^ shuā + yóu qī$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),刷油漆;刷油漆
mand1415-10-110-1,,mand1415,10-110,yídòng,yídòng,j i ³⁵ + t ʊ ŋ ⁵¹,,yuhsiaojung2021,,,^ yí dòng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),移动;移動
mand1415-10-120-1,,mand1415,10-120,fān shēn,fān shēn,f a n ⁵⁵ + + ʂ ə n ⁵⁵,,yuhsiaojung2021,,,^ fān + shēn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),翻身;翻身
mand1415-10-130-1,,mand1415,10-130,zhuǎn shēn,zhuǎn shēn,ʈʂ w a n ²¹⁴ + + ʂ ə n ⁵⁵,,yuhsiaojung2021,,,^ zhuǎn + shēn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),转身;轉身
mand1415-10-140-1,,mand1415,10-140,chánrào,chánrào,ʈʂʰ a n ³⁵ + ʐ au ⁵¹,,yuhsiaojung2021,,,^ chán rào$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),缠绕;纏繞
mand1415-10-150-1,,mand1415,10-150,gǔndòng,gǔndòng,k ʊ n ²¹⁴ + t ʊ ŋ ⁵¹,,yuhsiaojung2021,,,^ gǔn dòng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),滚动;滾動
mand1415-10-160-1,,mand1415,10-160,diào,diào,t j au ⁵¹,,yuhsiaojung2021,,,^ diào$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),掉;掉
mand1415-10-170-1,,mand1415,10-170,zhuàndòng,zhuàndòng,ʈʂ w a n ⁵¹ + t ʊ ŋ ⁵¹,,yuhsiaojung2021,,,^ zhuàn dòng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),转动;轉動
mand1415-10-210-1,,mand1415,10-210,shàngshēng,shàngshēng,ʂ a ŋ ⁵¹ + ʂ ə ŋ ⁵⁵,,yuhsiaojung2021,,,^ shàng shēng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),上升;上升
mand1415-10-220-1,,mand1415,10-220,tái qǐ,tái qǐ,tʰ ai ³⁵ + + tɕʰ i ²¹⁴,,yuhsiaojung2021,,,^ tái + qǐ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),抬起;擡起
mand1415-10-230-1,,mand1415,10-230,luò xià,luò xià,l w ɔ ⁵¹ + + ɕ j a ⁵¹,,yuhsiaojung2021,,,^ luò + xià$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),落下;落下
mand1415-10-240-1,,mand1415,10-240,dī xià,dī xià,t i ⁵⁵ + + ɕ j a ⁵¹,,yuhsiaojung2021,,,^ dī + xià$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),滴下;滴下
mand1415-10-250-1,,mand1415,10-250,tóu,tóu,tʰ ɔu ³⁵,at target,yuhsiaojung2021,,,^ tóu$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),投;投
mand1415-10-250-2,,mand1415,10-250,rēng,rēng,ʐ ə ŋ ⁵⁵,without target,yuhsiaojung2021,,,^ rēng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),扔;扔
mand1415-10-252-1,,mand1415,10-252,jiē zhù,jiē zhù,tɕ j ə ⁵⁵ + + ʈʂ u ⁵¹,,yuhsiaojung2021,,,^ jiē + zhù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),接住;接住
mand1415-10-260-1,,mand1415,10-260,yáo dòng,yáo dòng,j au ³⁵ + + t ʊ ŋ ⁵¹,,yuhsiaojung2021,,,^ yáo + dòng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),摇动;搖動
mand1415-10-320-1,,mand1415,10-320,liúdòng,liúdòng,l j ɔu ³⁵ + t ʊ ŋ ⁵¹,,yuhsiaojung2021,,,^ liú dòng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),流动;流動
mand1415-10-330-1,,mand1415,10-330,xiàchén,xiàchén,ɕ j a ⁵¹ + ʈʂ ə n ³⁵,,yuhsiaojung2021,,,^ xià chén$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),下沉;下沈
mand1415-10-340-1,,mand1415,10-340,fú,fú,f u ³⁵,,yuhsiaojung2021,,,^ fú$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),浮;浮
mand1415-10-350-1,,mand1415,10-350,yóu yǒng,yóu yǒng,j ɔu ³⁵ + + j ʊ ŋ ²¹⁴,,yuhsiaojung2021,,,^ yóu + yǒng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),游泳;游泳
mand1415-10-351-1,,mand1415,10-351,qián shuǐ,qián shuǐ,tɕʰ j ɛ n ³⁵ + + ʂ w əi ²¹⁴,,yuhsiaojung2021,,,^ qián + shuǐ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),潜水;潛水
mand1415-10-352-1,,mand1415,10-352,jiàn qǐ,jiàn qǐ,tɕ j ɛ n ⁵¹ + + tɕʰ i ²¹⁴,,yuhsiaojung2021,,,^ jiàn + qǐ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),溅起;濺起
mand1415-10-360-1,,mand1415,10-360,hángxíng,hángxíng,x a ŋ ³⁵ + ɕ i ŋ ³⁵,,yuhsiaojung2021,,,^ háng xíng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),航行;航行
mand1415-10-370-1,,mand1415,10-370,fēi,fēi,f əi ⁵⁵,,yuhsiaojung2021,,,^ fēi$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),飞;飛
mand1415-10-380-1,,mand1415,10-380,chuī,chuī,ʈʂ w əi ⁵⁵,,yuhsiaojung2021,,,^ chuī$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),吹;吹
mand1415-10-410-1,,mand1415,10-410,pá,pá,pʰ a ³⁵,,yuhsiaojung2021,,,^ pá$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),爬;爬
mand1415-10-412-1,,mand1415,10-412,guì,guì,k w əi ⁵¹,,yuhsiaojung2021,,,^ guì$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),跪;跪
mand1415-10-413-1,,mand1415,10-413,dūn,dūn,t ʊ n ⁵⁵,,yuhsiaojung2021,,,^ dūn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),蹲;蹲
mand1415-10-420-1,,mand1415,10-420,huá dòng,huá dòng,x w a ³⁵ + + t ʊ ŋ ⁵¹,,yuhsiaojung2021,,,^ huá + dòng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),滑动;滑動
mand1415-10-430-1,,mand1415,10-430,tiào,tiào,tʰ j au ⁵¹,,yuhsiaojung2021,,,^ tiào$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),跳;跳
mand1415-10-431-1,,mand1415,10-431,tī,tī,tʰ i ⁵⁵,,yuhsiaojung2021,,,^ tī$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),踢;踢
mand1415-10-440-1,,mand1415,10-440,tiào wǔ,tiào wǔ,tʰ j au ⁵¹ + + w u ²¹⁴,,yuhsiaojung2021,,,^ tiào + wǔ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),跳舞;跳舞
mand1415-10-450-1,,mand1415,10-450,zǒu lù,zǒu lù,ts ɔu ²¹⁴ + + l u ⁵¹,,yuhsiaojung2021,,,^ zǒu + lù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),走路;走路
mand1415-10-451-1,,mand1415,10-451,bǒxíng,bǒxíng,p w o ²¹⁴ + ɕ i ŋ ³⁵,,yuhsiaojung2021,,,^ bǒ xíng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),跛行;跛行
mand1415-10-460-1,,mand1415,10-460,pǎo,pǎo,pʰ au ²¹⁴,,yuhsiaojung2021,,,^ pǎo$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),跑;跑
mand1415-10-470-1,,mand1415,10-470,qù,qù,tɕʰ y ⁵¹,,yuhsiaojung2021,,,^ qù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),去;去
mand1415-10-471-1,,mand1415,10-471,shàng qù,shàng qù,ʂ a ŋ ⁵¹ + + tɕʰ y ⁵¹,,yuhsiaojung2021,,,^ shàng + qù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),上去;上去
mand1415-10-472-1,,mand1415,10-472,pāndēng,pāndēng,pʰ a n ⁵⁵ + t ə ŋ ⁵⁵,,yuhsiaojung2021,,,^ pān dēng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),攀登;攀登
mand1415-10-473-1,,mand1415,10-473,xià qù,xià qù,ɕ j a ⁵¹ + + tɕʰ y ⁵¹,,yuhsiaojung2021,,,^ xià + qù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),下去;下去
mand1415-10-474-1,,mand1415,10-474,chū qù,chū qù,ʈʂ u ⁵⁵ + + tɕʰ y ⁵¹,,yuhsiaojung2021,,,^ chū + qù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),出去;出去
mand1415-10-480-1,,mand1415,10-480,lái,lái,l ai ³⁵,,yuhsiaojung2021,,,^ lái$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),来;來
mand1415-10-481-1,,mand1415,10-481,huí lái,huí lái,x w əi ³⁵ + + l ai ³⁵,,yuhsiaojung2021,,,^ huí + lái$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),回来;回來
mand1415-10-490-1,,mand1415,10-490,lí kāi,lí kāi,l i ³⁵ + + kʰ ai ⁵⁵,,yuhsiaojung2021,,,^ lí + kāi$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),离开;離開
mand1415-10-491-1,,mand1415,10-491,xiāoshī,xiāoshī,ɕ j au ⁵⁵ + ʂ ʅ ⁵⁵,,yuhsiaojung2021,,,^ xiāo shī$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),消失;消失
mand1415-10-510-1,,mand1415,10-510,táolí,táolí,tʰ au ³⁵ + l i ³⁵,,yuhsiaojung2021,,,^ táo lí$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),逃离;逃離
mand1415-10-520-1,,mand1415,10-520,gēnsuí,gēnsuí,k ə n ⁵⁵ + s w əi ³⁵,,yuhsiaojung2021,,,^ gēn suí$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),跟随;跟隨
mand1415-10-530-1,,mand1415,10-530,zhuīzhú,zhuīzhú,ʈʂ w əi ⁵⁵ + ʈʂ u ³⁵,,yuhsiaojung2021,,,^ zhuī zhú$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),追逐;追逐
mand1415-10-550-1,,mand1415,10-550,dàodá,dàodá,t au ⁵¹ + t a ³⁵,,yuhsiaojung2021,,,^ dào dá$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),到达;到達
mand1415-10-560-1,,mand1415,10-560,jiējìn,jiējìn,tɕ j ə ⁵⁵ + tɕ i n ⁵¹,,yuhsiaojung2021,,,^ jiē jìn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),接近;接近
mand1415-10-570-1,,mand1415,10-570,jìnrù,jìnrù,tɕ i n ⁵¹ + ʐ u ⁵¹,,yuhsiaojung2021,,,^ jìn rù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),进入;進入
mand1415-10-610-1,,mand1415,10-610,xiédài,xiédài,ɕ j ə ³⁵ + t ai ⁵¹,,yuhsiaojung2021,,,^ xié dài$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),携带;攜帶
mand1415-10-612-1,,mand1415,10-612,ná,ná,n a ³⁵,,yuhsiaojung2021,,,^ ná$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),拿;拿
mand1415-10-613-1,,mand1415,10-613,káng,káng,kʰ a ŋ ³⁵,,yuhsiaojung2021,,,^ káng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),扛;扛
mand1415-10-614-1,,mand1415,10-614,dǐng,dǐng,t i ŋ ²¹⁴,,yuhsiaojung2021,,,^ dǐng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),顶;頂
mand1415-10-615-1,,mand1415,10-615,jiā,jiā,tɕ j a ⁵⁵,,yuhsiaojung2021,,,^ jiā$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),夹;夾
mand1415-10-620-1,,mand1415,10-620,dài,dài,t ai ⁵¹,,yuhsiaojung2021,,,^ dài$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),带;帶
mand1415-10-630-1,,mand1415,10-630,sòng,sòng,s ʊ ŋ ⁵¹,,yuhsiaojung2021,,,^ sòng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),送;送
mand1415-10-640-1,,mand1415,10-640,dàilù,dàilù,t ai ⁵¹ + l u ⁵¹,,yuhsiaojung2021,,,^ dài lù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),带路;帶路
mand1415-10-650-1,,mand1415,10-650,jiàshǐ,jiàshǐ,tɕ j a ⁵¹ + ʂ ʅ ²¹⁴,,yuhsiaojung2021,,,^ jià shǐ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),驾驶;駕駛
mand1415-10-660-1,,mand1415,10-660,qí,qí,tɕʰ i ³⁵,,yuhsiaojung2021,,,^ qí$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),骑;騎
mand1415-10-670-1,,mand1415,10-670,tuī,tuī,tʰ w əi ⁵⁵,,yuhsiaojung2021,,,^ tuī$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),推;推
mand1415-10-710-1,,mand1415,10-710,dàolù,dàolù,t au ⁵¹ + l u ⁵¹,,yuhsiaojung2021,,,^ dào lù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),道路;道路
mand1415-10-720-1,,mand1415,10-720,jìng,jìng,tɕ i ŋ ⁵¹,,yuhsiaojung2021,,,^ jìng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),径;徑
mand1415-10-740-1,,mand1415,10-740,qiáo,qiáo,tɕʰ j au ³⁵,,yuhsiaojung2021,,,^ qiáo$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),桥;橋
mand1415-10-750-1,,mand1415,10-750,mǎchē,mǎchē,m a ²¹⁴ + ʈʂ ə ⁵⁵,,yuhsiaojung2021,,,^ mǎ chē$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),马车;馬車
mand1415-10-760-1,,mand1415,10-760,lúnzi,lúnzi,l ʊ n ³⁵ + ts ɿ ⁰,,yuhsiaojung2021,,,^ lún zi$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),轮子;輪子
mand1415-10-770-1,,mand1415,10-770,chēzhóu,chēzhóu,ʈʂ ə ⁵⁵ + ʈʂ ɔu ³⁵,,yuhsiaojung2021,,,^ chē zhóu$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),车轴;車軸
mand1415-10-780-1,,mand1415,10-780,è,è,ə ⁵¹,,yuhsiaojung2021,,,^ è$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),轭;軛
mand1415-10-810-1,,mand1415,10-810,lúnchuán,lúnchuán,l ʊ n ³⁵ + ʈʂ w a n ³⁵,,yuhsiaojung2021,,,^ lún chuán$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),轮船;輪船
mand1415-10-830-1,,mand1415,10-830,xiǎochuán,xiǎochuán,ɕ j au ²¹⁴ + ʈʂ w a n ³⁵,,yuhsiaojung2021,,,^ xiǎo chuán$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),小船;小船
mand1415-10-831-1,,mand1415,10-831,dúmùzhōu,dúmùzhōu,t u ³⁵ + m u ⁵¹ + ʈʂ ɔu ⁵⁵,,yuhsiaojung2021,,,^ dú mù zhōu$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),独木舟;獨木舟
mand1415-10-832-1,,mand1415,10-832,xián wài tuōjià,xián wài tuōjià,ɕ j ɛ n ³⁵ + + w ai ⁵¹ + + tʰ w ɔ ⁵⁵ + tɕ j a ⁵¹,,yuhsiaojung2021,,,^ xián + wài + tuō jià$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),舷外托架;舷外托架
mand1415-10-840-1,,mand1415,10-840,fá,fá,f a ³⁵,,yuhsiaojung2021,,,^ fá$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),筏;筏
mand1415-10-850-1,,mand1415,10-850,jiǎng,jiǎng,tɕ j a ŋ ²¹⁴,,yuhsiaojung2021,,,^ jiǎng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),桨;槳
mand1415-10-851-1,,mand1415,10-851,duǎnjiǎng,duǎnjiǎng,t w a n ²¹⁴ + tɕ j a ŋ ²¹⁴,,yuhsiaojung2021,,,^ duǎn jiǎng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),短桨;短槳
mand1415-10-852-1,,mand1415,10-852,huáchuán,huáchuán,x w a ³⁵ + ʈʂ w a n ³⁵,,yuhsiaojung2021,,,^ huá chuán$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),划船;划船
mand1415-10-860-1,,mand1415,10-860,duò,duò,t w ɔ ⁵¹,,yuhsiaojung2021,,,^ duò$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),舵;舵
mand1415-10-870-1,,mand1415,10-870,wéigān,wéigān,w əi ³⁵ + k a n ⁵⁵,,yuhsiaojung2021,,,^ wéi gān$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),桅杆;桅杆
mand1415-10-880-1,,mand1415,10-880,fān,fān,f a n ⁵⁵,,yuhsiaojung2021,,,^ fān$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),帆;帆
mand1415-10-890-1,,mand1415,10-890,máo,máo,m au ³⁵,,yuhsiaojung2021,,,^ máo$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),锚;錨
mand1415-10-910-1,,mand1415,10-910,gǎngkǒu,gǎngkǒu,k a ŋ ²¹⁴ + kʰ ɔu ²¹⁴,,yuhsiaojung2021,,,^ gǎng kǒu$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),港口;港口
mand1415-10-920-1,,mand1415,10-920,zhuólù,zhuólù,ʈʂ w ɔ ³⁵ + l u ⁵¹,,yuhsiaojung2021,,,^ zhuó lù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),着陆;着陆
mand1415-11-110-1,,mand1415,11-110,yǒu,yǒu,j ɔu ²¹⁴,,yuhsiaojung2021,,,^ yǒu$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),有;有
mand1415-11-120-1,,mand1415,11-120,yōngyǒu,yōngyǒu,j ʊ ŋ ⁵⁵ + j ɔu ²¹⁴,,yuhsiaojung2021,,,^ yōng yǒu$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),拥有;擁有
mand1415-11-130-1,,mand1415,11-130,ná,ná,n a ³⁵,,yuhsiaojung2021,,,^ ná$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),拿;拿
mand1415-11-140-1,,mand1415,11-140,zhuā zhù,zhuā zhù,ʈʂ w a ⁵⁵ + + ʈʂ u ⁵¹,,yuhsiaojung2021,,,^ zhuā + zhù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),抓住;抓住
mand1415-11-150-1,,mand1415,11-150,wòzhe,wòzhe,w ɔ ⁵¹ + ʈʂ ə ⁰,,yuhsiaojung2021,,,^ wò zhe$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),握着;握著
mand1415-11-160-1,,mand1415,11-160,huòdé,huòdé,x w ɔ ⁵¹ + t ə ³⁵,,yuhsiaojung2021,,,^ huò dé$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),获得;獲得
mand1415-11-170-1,,mand1415,11-170,bǎochí,bǎochí,p au ²¹⁴ + ʈʂ ʅ ³⁵,,yuhsiaojung2021,,,^ bǎo chí$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),保持;保持
mand1415-11-180-1,,mand1415,11-180,shìqing,shìqing,ʂ ʅ ⁵¹ + tɕʰ i ŋ ⁰,abstract,yuhsiaojung2021,,,^ shì qing$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),事情;事情
mand1415-11-180-2,,mand1415,11-180,dōngxi,dōngxi,t ʊ ŋ ⁵⁵ + ɕ i ⁰,concrete,yuhsiaojung2021,,,^ dōng xi$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),东西;東西
mand1415-11-210-1,,mand1415,11-210,gěi,gěi,k əi ²¹⁴,,yuhsiaojung2021,,,^ gěi$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),给;給
mand1415-11-220-1,,mand1415,11-220,guīhuán,guīhuán,k w əi ⁵⁵ + x w a n ³⁵,,yuhsiaojung2021,,,^ guī huán$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),归还;歸還
mand1415-11-240-1,,mand1415,11-240,bǎohù,bǎohù,p au ²¹⁴ + x u ⁵¹,preserve,yuhsiaojung2021,,,^ bǎo hù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),保护;保護
mand1415-11-240-2,,mand1415,11-240,kānhù,kānhù,kʰ a n ⁵⁵ + x u ⁵¹,look after,yuhsiaojung2021,,,^ kān hù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),看护;看護
mand1415-11-250-1,,mand1415,11-250,wǎnjiù,wǎnjiù,w a n ²¹⁴ + tɕ j ɔu ⁵¹,,yuhsiaojung2021,,,^ wǎn jiù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),挽救;挽救
mand1415-11-270-1,,mand1415,11-270,pòhuài,pòhuài,pʰ w ɔ ⁵¹ + x w ai ⁵¹,,yuhsiaojung2021,,,^ pò huài$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),破坏;破壞
